Format Version,1.23,Take Name,Take 2026-05-07 12.43.55 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-05-07 12.43.55.094 PM,Capture Start Frame,1064082,Total Frames in Take,88467,Total Exported Frames,88467,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
72546,604.55,-15.988426,-36.027149,-8.383648,1518.311157,1537.133179,42.058998,5.367113,35.666359,-3.058894,-1383.006470,1028.931152,1937.157471
72547,604.558,-15.766644,-35.927956,-8.156239,1519.005737,1535.820923,42.345627,5.693614,35.849972,-3.424418,-1381.406494,1029.011719,1938.121094
72548,604.567,-16.359137,-35.796631,-8.345049,1520.393311,1536.679199,44.568420,5.792565,35.988392,-3.593122,-1380.437500,1028.779419,1938.885864
72549,604.575,-16.012331,-36.055832,-8.254541,1521.649414,1535.960693,44.636280,5.576591,36.057976,-3.890446,-1380.170166,1028.702026,1939.602539
72550,604.583,-16.266308,-35.967400,-8.148654,1522.580811,1536.183960,45.753082,5.595706,35.425941,-3.707596,-1379.309204,1029.670654,1939.777222
72551,604.592,-16.561062,-35.866627,-8.510603,1523.935181,1536.917725,46.926414,5.465795,35.532276,-3.471407,-1378.034546,1029.303101,1939.846069
72552,604.6,-16.257351,-36.094162,-8.039261,1524.956055,1535.560425,47.293140,5.163441,35.896591,-3.144714,-1376.948120,1028.542725,1940.720215
72553,604.608,-16.466759,-35.852119,-8.228564,1526.439453,1536.558594,48.599812,5.073304,35.961540,-2.973609,-1376.171875,1029.170166,1941.911621
72554,604.617,-16.538198,-35.841068,-8.125041,1527.400146,1536.017456,49.196949,4.806439,36.054600,-2.854162,-1375.157715,1029.015015,1941.968994
72555,604.625,-16.146709,-36.013519,-7.959241,1528.441772,1535.149292,49.227367,5.538894,36.249607,-3.516386,-1372.630127,1028.197266,1943.192383
72556,604.633,-15.970940,-36.237812,-8.156142,1529.264771,1534.331055,49.778061,5.942897,36.225002,-3.978125,-1371.225464,1028.251099,1944.017212
72557,604.642,-16.536678,-36.144814,-8.228132,1530.449219,1535.649536,51.551102,5.864384,36.021999,-4.202277,-1370.681763,1029.302490,1943.952026
72558,604.65,-16.267963,-36.118595,-7.792666,1531.555420,1534.958862,51.630222,5.365538,35.367401,-4.366748,-1369.239990,1029.690430,1945.093872
72559,604.658,-16.677614,-35.849934,-8.246616,1532.684204,1536.127197,53.280464,5.827873,35.417599,-5.129961,-1367.691040,1029.566284,1944.709961
72560,604.667,-16.205870,-36.305687,-8.024018,1533.988525,1534.976196,53.668564,6.359299,35.586693,-6.004455,-1367.170288,1030.341431,1945.175537
72561,604.675,-16.277267,-36.191593,-8.073943,1535.475952,1535.421875,53.996773,6.580136,35.092850,-5.956028,-1366.642944,1032.938232,1946.069580
72562,604.683,-16.772852,-36.268494,-8.133450,1535.984375,1535.275757,55.080696,6.850808,34.953144,-6.230148,-1365.186646,1033.369995,1946.848022
72563,604.692,-16.819441,-36.230293,-8.039916,1536.979614,1535.159302,55.548424,6.246315,35.750977,-4.930059,-1364.117188,1029.476562,1946.105591
72564,604.7,-16.510265,-36.600964,-8.151178,1538.982910,1536.299072,56.899288,5.991987,35.765652,-4.644140,-1363.691528,1029.453735,1946.863770
72565,604.708,-16.195641,-36.385433,-7.502458,1539.584229,1535.089844,56.883766,5.828103,35.680737,-4.534492,-1363.616577,1029.825928,1948.014648
72566,604.717,-16.413458,-36.130070,-7.740619,1540.484985,1534.769043,57.682648,5.676102,35.491592,-4.588806,-1363.478027,1030.683594,1948.876587
72567,604.725,-16.147366,-36.152489,-7.443955,1541.421265,1534.007690,57.785561,5.702700,35.351555,-4.850687,-1363.064819,1031.196533,1949.386353
72568,604.733,-15.495307,-36.583080,-7.467252,1542.352661,1532.831055,57.356258,5.510206,35.391468,-5.487791,-1362.432495,1031.416016,1948.737061
72569,604.742,-15.824656,-36.564568,-7.494267,1543.552612,1532.692139,57.995258,6.416490,35.559231,-6.459895,-1361.181885,1032.467896,1949.477417
72570,604.75,-16.121653,-36.283920,-7.456015,1544.689453,1532.318237,58.824886,6.228816,34.867977,-6.163365,-1361.088745,1034.833252,1951.109985
72571,604.758,-16.777454,-35.925079,-7.616352,1545.669800,1533.937744,60.637363,6.479390,34.781181,-6.505187,-1360.172974,1035.193237,1951.842651
72572,604.767,-16.758982,-36.131031,-7.543359,1546.395264,1533.215210,60.927094,6.927138,34.873386,-7.216783,-1358.909668,1034.959106,1952.231812
72573,604.775,-17.047207,-36.247746,-7.854356,1547.707764,1534.170410,62.263504,6.616000,35.003242,-6.511407,-1358.310059,1034.106201,1953.043579
72574,604.783,-17.193676,-36.708031,-7.953743,1548.640625,1533.764648,62.442677,6.397897,34.984825,-6.253218,-1358.108643,1033.957397,1953.518799
72575,604.792,-17.098049,-36.312153,-7.976847,1549.386230,1533.146606,62.422642,6.625044,35.053772,-6.469425,-1357.402710,1033.788574,1954.415161
72576,604.8,-17.059011,-36.773090,-8.062327,1550.980713,1534.120605,63.397617,6.173468,35.160480,-5.844023,-1358.174683,1033.701904,1954.918823
72577,604.808,-16.612089,-36.142673,-7.519244,1551.416138,1531.386597,62.622993,6.207836,35.264313,-6.010090,-1357.626709,1033.789429,1954.846191
72578,604.817,-16.858957,-36.222542,-7.711332,1552.721191,1532.098877,63.776329,5.728061,35.217697,-5.446680,-1358.145020,1033.935181,1955.722534
72579,604.825,-16.683897,-36.300621,-7.527578,1553.383545,1531.633057,64.313484,5.321514,35.219639,-5.140542,-1359.128906,1034.680176,1955.167114
72580,604.833,-16.721922,-36.252697,-7.513888,1554.270386,1531.025269,64.471291,4.773337,34.987900,-4.637966,-1358.725708,1034.492554,1955.628906
72581,604.842,-16.525229,-36.332718,-7.582700,1555.019409,1530.148560,64.065430,5.084266,35.227200,-5.101932,-1358.504028,1034.737061,1955.886841
72582,604.85,-17.166285,-35.995148,-7.913416,1556.017578,1530.284912,64.786201,5.294999,35.367458,-5.384329,-1358.262451,1034.716309,1956.214478
72583,604.858,-17.275269,-36.159588,-7.946171,1557.166016,1530.503784,65.937714,5.217661,35.360775,-5.434007,-1358.115723,1034.683472,1956.477051
72584,604.867,-17.174273,-36.127014,-7.675766,1557.853149,1529.510132,65.676056,3.863709,35.056870,-4.508727,-1358.210938,1032.646729,1956.293823
72585,604.875,-17.509123,-36.348530,-7.974779,1558.633179,1529.167480,66.394920,4.036611,34.783516,-4.733043,-1356.855347,1032.822388,1956.857910
72586,604.883,-17.509655,-36.332081,-7.955336,1559.308716,1528.200317,66.492973,4.766321,34.841030,-4.752905,-1357.871460,1034.845093,1959.564331
72587,604.892,-17.403370,-36.340080,-7.864184,1560.081665,1527.559814,66.483322,4.968321,34.813763,-5.033221,-1357.312622,1035.125977,1960.592529
72588,604.9,-17.331171,-36.458851,-8.122138,1561.546387,1527.735596,67.111130,4.926584,34.798431,-5.011261,-1357.060425,1035.125244,1961.290283
72589,604.908,-17.300220,-36.636166,-8.215462,1562.541016,1527.549438,67.678780,4.379171,35.252068,-3.645918,-1357.336304,1032.186523,1962.172363
72590,604.917,-17.193087,-36.037434,-8.113473,1562.609863,1523.606201,66.328751,4.443201,35.446266,-3.581954,-1356.773926,1031.627441,1962.923706
72591,604.925,-16.949324,-36.499252,-7.912289,1563.530884,1522.336792,66.226173,5.356307,35.441143,-4.744344,-1355.581421,1032.533203,1964.007935
72592,604.933,-16.599594,-36.370010,-7.697345,1564.455078,1521.665771,65.915443,5.811812,35.892323,-4.911946,-1355.139771,1032.506958,1965.353882
72593,604.942,-17.104553,-36.058334,-7.488017,1565.104492,1521.640015,66.917343,5.619863,35.399952,-5.193676,-1355.973145,1034.125122,1966.611694
72594,604.95,-17.494287,-35.989250,-7.938274,1565.859131,1521.588623,67.441132,5.796308,35.598476,-5.137754,-1357.249146,1034.289795,1967.724121
72595,604.958,-17.432016,-36.199970,-8.031515,1566.307251,1520.097412,67.292274,5.500199,35.269703,-4.742006,-1357.364502,1034.439697,1968.516357
72596,604.967,-17.626654,-36.325481,-8.114805,1566.849487,1519.228882,66.533722,4.935688,35.211929,-4.205180,-1358.224121,1034.193481,1968.268433
72597,604.975,-17.854027,-36.236301,-8.232294,1567.765503,1518.598145,66.936333,4.423089,35.215981,-3.689604,-1358.946899,1034.222168,1968.141724
72598,604.983,-17.650082,-35.926266,-8.303223,1568.736084,1517.927612,66.779938,5.156129,35.287891,-4.496007,-1357.718994,1034.937866,1969.062256
72599,604.992,-17.468817,-36.214222,-8.596649,1569.992432,1518.184814,67.403343,4.974108,35.275421,-4.344993,-1358.084473,1035.049561,1969.370850
72600,605.0,-17.509508,-35.981277,-8.246563,1569.852783,1515.551392,66.493996,4.209902,35.270290,-3.644710,-1359.579834,1034.548950,1970.067749
72601,605.008,-17.715572,-36.323151,-8.313629,1570.450073,1515.241699,66.598740,3.734835,35.131218,-3.038461,-1359.878662,1034.553345,1970.887451
72602,605.017,-17.753401,-36.413605,-8.230589,1571.250366,1514.019287,66.013382,2.926636,35.118835,-2.082487,-1361.098267,1034.172607,1971.254517
72603,605.025,-17.748915,-36.137230,-8.359989,1571.842651,1513.271362,66.079575,2.356582,35.138210,-1.436591,-1362.286499,1034.211670,1971.436035
72604,605.033,-17.633101,-36.454666,-8.502240,1573.301880,1513.276001,66.065605,3.232455,35.228622,-2.451238,-1361.273193,1034.783325,1972.945923
72605,605.042,-17.016241,-36.285641,-8.270658,1573.046265,1508.722168,64.731995,3.175526,35.349407,-2.409276,-1361.594360,1034.729614,1974.258179
72606,605.05,-16.503342,-36.491081,-8.252599,1573.829346,1508.390137,63.598217,3.592240,35.367043,-2.572098,-1361.485840,1034.632080,1975.381104
72607,605.058,-16.982353,-36.178242,-8.122390,1574.427246,1507.744385,63.480495,3.518184,35.436054,-2.481464,-1361.917480,1034.570435,1976.091064
72608,605.067,-17.390099,-36.091034,-8.305561,1575.460083,1507.332764,63.457748,3.237301,35.523838,-2.149435,-1362.116943,1033.934692,1976.365356
72609,605.075,-17.257452,-36.033207,-8.122892,1575.808716,1506.105957,63.353249,2.867708,35.688709,-1.491876,-1362.549683,1033.047729,1977.218262
72610,605.083,-17.081100,-36.363819,-8.260108,1576.036987,1504.656738,63.007893,1.905067,35.391739,-0.761262,-1364.538696,1033.716309,1977.367798
72611,605.092,-17.719730,-36.117340,-8.513313,1577.108276,1505.099121,63.493923,1.964018,35.506172,-0.819991,-1364.327271,1033.900146,1978.319580
72612,605.1,-17.676731,-36.256237,-8.330257,1577.534058,1503.619873,62.688602,1.766402,35.468575,-0.495819,-1365.007812,1033.697388,1978.901855
72613,605.108,-17.431894,-36.118931,-8.377022,1578.392822,1501.931763,61.409206,1.479146,35.456688,-0.104318,-1365.408936,1033.328003,1979.573486
72614,605.117,-18.022137,-36.202229,-8.625076,1578.627441,1502.255127,61.751717,0.994218,35.166580,0.285626,-1364.955933,1032.630859,1980.279175
72615,605.125,-18.016224,-36.195786,-8.600486,1579.023193,1500.643799,61.539223,1.073758,35.179455,0.183019,-1365.221558,1032.629883,1980.894531
72616,605.133,-17.834694,-36.281937,-8.778832,1579.807983,1499.445801,61.032356,0.997905,35.234310,0.255420,-1365.620239,1032.245483,1981.345825
72617,605.142,-17.809477,-36.477966,-8.908038,1581.147705,1499.834961,60.724014,3.198740,35.249615,-1.631265,-1363.538940,1034.958496,1984.383057
72618,605.15,-17.450090,-36.326118,-8.554606,1580.904175,1496.100952,59.083889,3.253871,35.200531,-1.672294,-1364.069580,1034.816406,1985.438843
72619,605.158,-17.324503,-36.214714,-8.542955,1581.402100,1493.937012,57.418266,3.337601,35.068939,-1.660866,-1364.404663,1034.832642,1986.192993
72620,605.167,-17.312738,-36.314899,-8.572172,1581.983643,1492.528442,56.892834,3.303771,35.047573,-1.603091,-1364.868164,1035.183350,1986.765991
72621,605.175,-17.473518,-36.375507,-8.420581,1582.458984,1492.521240,57.560715,3.441131,35.082653,-1.754366,-1365.578735,1035.234009,1987.278442
72622,605.183,-17.954365,-36.122311,-8.796529,1583.309448,1492.176514,57.256744,3.647461,35.191971,-1.870659,-1365.713135,1035.271240,1987.936401
72623,605.192,-17.695776,-36.295975,-8.509476,1583.872803,1489.962280,55.525116,4.208081,35.366440,-2.328435,-1364.884766,1035.623169,1989.300049
72624,605.2,-17.468645,-36.271706,-8.483000,1584.503174,1488.635986,54.672100,3.739125,35.361729,-1.832840,-1365.095947,1035.263672,1988.810303
72625,605.208,-17.723747,-36.256989,-8.631051,1584.854980,1487.442505,54.348736,3.327523,35.293331,-1.366424,-1365.827515,1034.845825,1988.904297
72626,605.217,-17.746439,-36.349293,-8.388547,1585.291748,1485.982056,53.979298,3.047133,35.253948,-0.915174,-1366.419312,1034.224731,1989.104126
72627,605.225,-17.206432,-36.562359,-8.617489,1585.650146,1483.633789,52.422066,3.138814,35.303173,-0.903354,-1366.145874,1034.219238,1989.712646
72628,605.233,-17.382093,-36.381889,-8.500948,1586.458862,1482.690186,51.359310,3.365844,35.393188,-1.134827,-1365.600830,1034.247192,1990.655396
72629,605.242,-17.222834,-36.436806,-8.545130,1586.812012,1480.274780,50.012520,2.108804,35.448238,0.528879,-1367.112183,1032.056885,1990.613647
72630,605.25,-17.707153,-36.485016,-8.577533,1587.445801,1480.399170,50.082737,2.625724,35.849346,0.351959,-1365.536011,1030.740723,1992.336792
72631,605.258,-18.121258,-36.523117,-8.842469,1587.620239,1479.247681,49.662510,4.623485,36.148693,-1.672653,-1362.068604,1030.019409,1994.133423
72632,605.267,-18.308475,-36.200348,-9.404887,1588.551514,1479.156616,50.134464,5.235509,36.509922,-2.309441,-1360.778442,1029.343018,1994.384399
72633,605.275,-17.610462,-36.424316,-8.896606,1588.886841,1474.407349,47.190762,5.910106,36.934566,-2.858900,-1359.277344,1028.231201,1995.167969
72634,605.283,-17.920109,-36.419167,-8.601376,1589.616699,1474.116821,46.696239,6.336800,36.843639,-3.478666,-1359.359253,1028.956543,1995.360840
72635,605.292,-17.624987,-36.565777,-8.618928,1589.932373,1472.129395,45.278751,6.433873,36.971077,-3.608286,-1359.465454,1029.215210,1995.383667
72636,605.3,-17.999174,-36.659649,-8.902496,1590.238525,1471.197998,44.786682,6.421424,37.111832,-3.538478,-1359.476685,1029.490479,1995.364380
72637,605.308,-18.352102,-35.903847,-9.490461,1590.947388,1470.655518,44.707813,6.433342,37.318489,-3.517747,-1359.339966,1029.933838,1995.485962
72638,605.317,-17.968367,-36.251987,-8.887032,1591.427368,1467.524536,42.744297,6.354187,37.142952,-3.394148,-1360.768555,1031.174805,1996.409790
72639,605.325,-17.661064,-36.140408,-8.755017,1591.733154,1465.566528,41.357471,6.802794,37.523399,-3.864178,-1360.331909,1031.759644,1996.235962
72640,605.333,-17.945854,-36.510967,-8.855786,1592.002563,1464.078125,40.121311,6.821587,37.821659,-3.806053,-1360.913818,1032.633545,1995.924072
72641,605.342,-17.645220,-36.277287,-8.999323,1592.889404,1462.566040,39.019352,6.709973,37.514751,-4.016215,-1361.036865,1032.820923,1996.184937
72642,605.35,-17.850389,-36.365826,-8.972338,1593.361572,1460.483643,38.034523,6.891690,37.886078,-4.207530,-1360.621094,1032.764160,1995.752563
72643,605.358,-17.506058,-36.587936,-8.909274,1593.258057,1456.664673,36.254555,7.047579,38.716873,-4.065007,-1359.320679,1030.705811,1995.280029
72644,605.367,-18.027603,-36.342693,-9.157145,1594.292603,1457.058716,35.920120,7.040803,39.610306,-3.965803,-1358.520630,1028.912354,1994.550781
72645,605.375,-17.616079,-36.565445,-8.915701,1594.806396,1454.228638,33.567444,6.513069,40.018360,-3.195460,-1357.107422,1026.700806,1994.416016
72646,605.383,-17.309319,-36.472424,-8.737625,1595.219727,1452.358643,32.880184,7.167660,40.411037,-3.488488,-1356.452515,1027.781982,1996.515625
72647,605.392,-17.676964,-36.529770,-8.947192,1595.247070,1449.748779,31.732204,7.287370,40.939255,-3.449231,-1355.536255,1027.133423,1995.569702
72648,605.4,-17.774727,-36.104836,-9.238863,1596.324707,1449.145264,30.749664,7.172622,41.235554,-3.514246,-1355.679565,1027.703003,1995.040771
72649,605.408,-17.601025,-36.359512,-9.044272,1596.537598,1445.816040,28.526085,7.215652,41.583096,-3.548072,-1355.443237,1028.100342,1994.782837
72650,605.417,-16.803627,-36.512814,-8.794257,1596.798950,1442.668091,26.724642,7.406126,41.976261,-3.831237,-1354.980591,1028.099976,1994.762085
72651,605.425,-17.586267,-36.483997,-8.924006,1597.155273,1441.546753,26.661469,7.525355,42.858273,-3.787071,-1354.213867,1026.393066,1992.866455
72652,605.433,-17.032410,-36.823307,-9.024324,1597.577026,1438.938232,24.022873,7.678861,43.614384,-3.706479,-1354.033203,1026.023315,1992.492920
72653,605.442,-17.282104,-36.332775,-9.006632,1598.184204,1436.834351,22.770842,7.156628,43.967796,-2.956360,-1353.811646,1025.488770,1992.352051
72654,605.45,-17.463451,-36.597481,-8.849666,1598.880981,1435.746094,22.366220,7.162307,44.362091,-2.945228,-1353.868042,1025.278442,1991.690186
72655,605.458,-17.136005,-36.648731,-8.796544,1598.881836,1432.423096,20.643957,7.268675,44.623730,-3.188857,-1353.130859,1025.576904,1990.336548
72656,605.467,-17.734184,-36.639759,-9.131314,1600.146729,1432.026245,19.547337,7.353106,44.724094,-3.470453,-1353.111938,1026.626953,1989.800049
72657,605.475,-17.877443,-36.134655,-9.337063,1600.059082,1430.018066,18.680725,7.533759,45.125385,-4.096211,-1353.376709,1027.076660,1988.754150
72658,605.483,-17.438049,-36.580070,-8.848581,1600.165771,1425.894409,16.114597,7.886985,45.447720,-4.720114,-1353.397705,1027.973877,1988.920166
72659,605.492,-16.946907,-37.029167,-8.828044,1600.837158,1423.733643,14.815308,7.657688,46.354530,-4.081017,-1352.112915,1026.546265,1986.682373
72660,605.5,-17.203341,-36.588730,-8.812467,1601.568848,1422.264282,12.874431,7.259804,46.144848,-3.899815,-1351.501465,1026.624878,1985.143066
72661,605.508,-18.040474,-36.671238,-9.193967,1601.487549,1421.821899,12.834965,7.411571,46.889496,-3.993086,-1351.149414,1026.568115,1983.606567
72662,605.517,-18.206459,-36.634510,-9.321823,1602.015991,1420.091431,11.451028,8.190795,46.477562,-5.002002,-1350.962646,1028.705200,1983.139404
72663,605.525,-18.232126,-36.974327,-9.462901,1602.586548,1418.562744,10.037276,8.411387,47.928486,-4.924062,-1348.832886,1026.797852,1982.353394
72664,605.533,-18.025822,-37.000725,-9.660730,1603.717773,1417.509399,9.170513,8.361760,48.494987,-5.044956,-1347.824951,1026.121948,1980.740845
72665,605.542,-17.238750,-36.780499,-8.943919,1603.229736,1412.287109,5.634624,8.903235,48.689724,-5.488953,-1346.888062,1027.111328,1980.357178
72666,605.55,-18.077650,-36.405254,-9.479137,1604.013428,1413.225464,5.803792,8.929049,49.207512,-5.516115,-1345.787231,1026.687378,1978.640015
72667,605.558,-17.721138,-36.855267,-9.039886,1604.430786,1410.399170,2.778098,9.280566,49.236576,-6.271438,-1346.346558,1028.022583,1977.121582
72668,605.567,-17.400446,-36.772823,-9.030722,1605.030396,1408.479858,1.193999,9.294128,50.036343,-6.477592,-1346.027344,1028.773193,1975.651123
72669,605.575,-17.228354,-37.164261,-8.987237,1605.085449,1405.552490,-0.982422,9.691307,50.081207,-7.321070,-1346.059204,1030.396973,1974.440674
72670,605.583,-17.623034,-37.074459,-9.135941,1605.920532,1405.563110,-1.535791,10.120260,50.385876,-8.311251,-1344.978149,1032.019775,1971.615479
72671,605.592,-17.289854,-36.834713,-9.134534,1605.983521,1402.167847,-3.850632,8.787463,51.497982,-7.257237,-1344.958496,1029.459595,1969.795044
72672,605.6,-16.983027,-36.854465,-8.916449,1606.358154,1400.389771,-5.745438,9.866483,51.973122,-7.630907,-1343.978027,1029.913940,1969.277344
72673,605.608,-17.477324,-36.968513,-9.048467,1606.752075,1399.901245,-6.430415,9.836684,52.661507,-7.643837,-1343.075928,1029.969849,1967.919312
72674,605.617,-17.617855,-37.012455,-9.101727,1607.430542,1398.714355,-7.976956,9.287795,53.259346,-6.919137,-1343.917725,1028.892090,1967.445557
72675,605.625,-17.816036,-36.906525,-9.252999,1608.080322,1397.731567,-9.359235,9.318984,53.782238,-6.754977,-1343.056396,1029.637329,1965.726196
72676,605.633,-17.572136,-37.185291,-9.009711,1608.023926,1394.881226,-11.583878,9.396384,54.382420,-6.795965,-1342.729126,1030.009399,1965.000854
72677,605.642,-17.428980,-37.073368,-8.897871,1608.930420,1393.714111,-13.417475,9.249226,55.082333,-6.634365,-1342.694458,1029.795410,1964.037842
72678,605.65,-17.134583,-37.116543,-8.984121,1609.318970,1391.751465,-15.926857,8.597863,55.531483,-5.858629,-1342.216309,1029.069092,1962.671875
72679,605.658,-17.662460,-37.156887,-9.366713,1609.575684,1391.602539,-16.749937,8.627402,56.735462,-5.425621,-1340.515259,1028.556885,1960.792480
72680,605.667,-17.835426,-37.190876,-9.225605,1609.801392,1390.380493,-18.352337,9.186183,57.438427,-6.106551,-1339.635498,1029.220337,1959.743286
72681,605.675,-17.860767,-37.218571,-9.413105,1610.358398,1389.207642,-19.657976,9.318031,58.172195,-6.072708,-1338.993530,1029.775269,1957.463501
72682,605.683,-17.288498,-37.590908,-9.555997,1611.863403,1388.982910,-20.903517,6.846180,58.593727,-3.417340,-1338.978149,1028.542114,1953.264526
72683,605.692,-17.161150,-37.656860,-9.646729,1612.480957,1388.205078,-21.991573,-0.482401,59.085686,4.680253,-1345.853149,1027.040771,1950.773682
72684,605.7,-16.380016,-37.774517,-8.919693,1611.557983,1382.992920,-26.143406,7.861720,59.678394,-5.908174,-1339.439575,1027.901245,1948.982666
72685,605.708,-16.460613,-37.436184,-8.749827,1611.766357,1381.664185,-28.179411,10.351186,60.267986,-8.645997,-1336.562378,1027.705444,1946.981934
72686,605.717,-16.503441,-37.273602,-8.869554,1612.647949,1381.721802,-29.329084,10.989025,61.042530,-9.581197,-1334.257324,1028.873291,1946.454590
72687,605.725,-16.537794,-37.302647,-8.787970,1612.833862,1380.593506,-30.448166,9.940601,62.103508,-8.055751,-1333.885254,1027.738281,1944.813354
72688,605.733,-16.161890,-37.671509,-8.691599,1613.507568,1379.168213,-32.713329,10.124894,62.741543,-8.369888,-1330.838867,1025.935669,1941.595093
72689,605.742,-16.265451,-37.321697,-8.962900,1613.991333,1378.838867,-33.976940,7.678861,62.721020,-5.916748,-1327.640747,1022.709717,1939.361328
72690,605.75,-15.693788,-37.301922,-8.674994,1614.284546,1377.596436,-35.808926,9.359667,63.881695,-7.399090,-1328.489990,1024.466309,1938.565796
72691,605.758,-15.585202,-37.350666,-8.842090,1614.463623,1376.889893,-37.238216,9.555071,64.436768,-7.565316,-1328.975952,1025.024170,1936.656128
72692,605.767,-14.487485,-37.656662,-8.515465,1614.846313,1374.541260,-40.577709,8.982118,64.752052,-7.289503,-1328.388184,1025.464722,1934.901489
72693,605.775,-14.484674,-37.613174,-8.632640,1615.381104,1374.566040,-41.184784,9.335739,65.165657,-8.032026,-1328.519165,1025.985229,1933.276733
72694,605.783,-14.059746,-37.659142,-8.543275,1616.153687,1373.714844,-42.858383,8.815887,65.895180,-7.127323,-1327.566040,1025.927734,1930.707886
72695,605.792,-13.561372,-37.313873,-8.601696,1616.182983,1372.746094,-44.431179,9.623864,66.416901,-8.171827,-1327.950806,1026.585327,1929.147583
72696,605.8,-13.746600,-37.576778,-8.886940,1616.141602,1372.541016,-45.339867,10.256397,66.262192,-9.228060,-1329.306396,1026.701538,1927.575684
72697,605.808,-13.597923,-37.735577,-9.230143,1616.850464,1371.875488,-46.583263,9.866325,66.956329,-8.641103,-1328.118896,1027.224243,1925.282959
72698,605.817,-13.155005,-37.518990,-9.183157,1617.552246,1371.410034,-47.900894,9.038058,67.298340,-8.106757,-1328.583740,1028.399780,1923.723511
72699,605.825,-12.821044,-37.803158,-9.423729,1618.351074,1371.388794,-49.025345,8.176458,67.935204,-7.337798,-1327.924561,1028.999268,1921.680420
72700,605.833,-12.380207,-37.694035,-8.958783,1618.087769,1369.036865,-51.218243,8.095112,68.249252,-7.765073,-1328.428101,1028.811035,1920.567749
72701,605.842,-12.266962,-37.467480,-8.898099,1618.264282,1368.155762,-52.511101,6.395070,68.621712,-6.411477,-1328.462646,1030.173584,1918.210571
72702,605.85,-11.970279,-37.579071,-8.951242,1618.617554,1366.930176,-54.458542,7.635674,68.958374,-7.436500,-1327.761353,1030.567383,1916.418945
72703,605.858,-12.195915,-37.422340,-9.503457,1619.194824,1367.541870,-54.103298,9.436683,68.824341,-9.742379,-1327.943604,1031.273071,1915.142578
72704,605.867,-11.812021,-37.546074,-8.979589,1619.348267,1365.909424,-56.408276,7.006554,69.594284,-7.332588,-1328.783569,1032.716553,1912.491089
72705,605.875,-11.431406,-37.665791,-8.690518,1619.702637,1364.332397,-57.845848,7.691363,70.252075,-8.418323,-1328.578247,1033.412109,1911.251221
72706,605.883,-11.319731,-37.847561,-8.752079,1619.538086,1363.614014,-58.550297,9.866684,70.347519,-10.922977,-1326.086182,1032.704590,1911.156982
72707,605.892,-10.635736,-37.656986,-8.658459,1620.040649,1362.257080,-59.991940,9.625593,71.661621,-10.836915,-1327.783447,1032.609741,1909.412476
72708,605.9,-10.982446,-37.837067,-9.131357,1620.458740,1362.619507,-60.086967,8.009733,71.233665,-8.927749,-1326.139282,1033.177246,1907.708740
72709,605.908,-10.629469,-37.755016,-8.920703,1620.696655,1361.591064,-61.202705,9.898108,71.654251,-11.114677,-1323.139038,1033.485962,1906.146118
72710,605.917,-10.589133,-37.780666,-8.986638,1621.101929,1360.559814,-62.180912,9.761439,72.213341,-11.046945,-1322.479004,1033.297974,1905.299927
72711,605.925,-10.421579,-38.099739,-9.527255,1621.906128,1361.014404,-61.855640,14.042796,72.456322,-15.996226,-1319.863037,1033.125610,1903.912231
72712,605.933,-10.631636,-37.420422,-9.881832,1621.980835,1360.743408,-61.412445,12.923073,72.914215,-14.831820,-1319.517700,1031.142578,1903.156372
72713,605.942,-10.556522,-36.984249,-10.131459,1622.556519,1360.764160,-61.434937,15.741611,73.066032,-18.121210,-1317.743164,1032.745728,1901.584595
72714,605.95,-9.924058,-37.501728,-9.108008,1622.297729,1358.066284,-63.865723,15.855063,73.434631,-18.506355,-1317.015625,1032.053101,1900.554199
72715,605.958,-9.598163,-37.628201,-8.819565,1622.337646,1356.833130,-64.783340,16.097187,73.824448,-18.488218,-1316.442383,1033.115845,1899.675171
72716,605.967,-9.009400,-37.889816,-8.586265,1622.467773,1355.078613,-66.351280,14.522499,74.944542,-16.204987,-1315.343628,1030.573608,1899.651855
72717,605.975,-8.782747,-37.777988,-8.323029,1622.769165,1354.509277,-66.172134,12.431353,75.593300,-13.720525,-1314.849731,1029.515747,1899.314941
72718,605.983,-8.977690,-37.787231,-8.527581,1623.098999,1354.521851,-65.819809,10.449864,75.876862,-11.409095,-1315.024658,1030.934204,1899.076904
72719,605.992,-8.843457,-37.776985,-8.325680,1623.098633,1353.621216,-65.970215,8.838962,76.050636,-9.809970,-1314.881348,1031.571167,1898.415894
72720,606.0,-8.972156,-37.731216,-8.573162,1623.490967,1353.744141,-66.058586,8.642350,76.425980,-9.717466,-1314.760132,1031.548828,1897.754395
72721,606.008,-8.908958,-37.779957,-8.644792,1623.705078,1353.439697,-65.654686,9.880001,76.984573,-10.899756,-1314.277954,1031.798462,1898.272217
72722,606.017,-9.279957,-37.807205,-9.223625,1623.970215,1353.693848,-64.299301,7.826499,76.701485,-9.267701,-1314.338135,1033.786865,1896.854004
